Client_ID,Product_ID,Product_Name,Category,Subcategory,Price,Margin,Score,Reason,Context_Item,Context_Date
CL-544702,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-04-11
CL-544702,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-04-11
CL-545226,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-03-08
CL-545226,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-03-08
CL-545226,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-03-08
CL-545716,LEA-CEL-0084,Triomphe Card Holder (Silver),Leather Goods,Card Holder,380,209.00000000000003,280,Colección Celine,Celine,2024-12-10
CL-545716,LEA-CEL-0085,Strap Wallet Medium (Black),Leather Goods,Wallet,620,341.0,250,Colección Celine,Celine,2024-12-10
CL-545716,LEA-CEL-0086,Strap Wallet Medium (Gold),Leather Goods,Wallet,620,341.0,250,Colección Celine,Celine,2024-12-10
CL-547196,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Prada,2024-07-23
CL-547196,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Prada,2024-07-23
CL-547196,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2024-07-23
CL-547828,LEA-GUC-0043,GG Marmont Card Case (Black),Leather Goods,Card Holder,290,159.5,290,Colección Gucci,Gucci,2025-07-01
CL-547828,LEA-GUC-0044,GG Marmont Card Case (Gold),Leather Goods,Card Holder,290,159.5,250,Colección Gucci,Gucci,2025-07-01
CL-547828,LEA-GUC-0045,GG Marmont Card Case (Beige),Leather Goods,Card Holder,290,159.5,250,Colección Gucci,Gucci,2025-07-01
CL-547950,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-07-02
CL-547950,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-07-02
CL-547950,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-07-02
CL-551530,JEW-CHA-0003,Pendientes Chanel Vintage Bicolor (Colección 98A),Jewelry,Earrings,590,270.0,430,Colección Chanel,Chanel,2025-12-20
CL-551530,JEW-CHA-0004,Broche Chanel Gripoix Vintage,Jewelry,Brooch,1200,600.0,430,Colección Chanel,Chanel,2025-12-20
CL-551530,JEW-CHA-0001,Pendientes Chanel Vintage Coco Mark Redondos,Jewelry,Earrings,449,199.0,350,Colección Chanel,Chanel,2025-12-20
CL-551841,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Prada,2025-02-05
CL-551841,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Prada,2025-02-05
CL-551841,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-02-05
CL-552453,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2025-09-29
CL-552453,LEA-CEL-0082,Triomphe Card Holder (Gold),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2025-09-29
CL-552453,LEA-CEL-0083,Triomphe Card Holder (Beige),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2025-09-29
CL-553026,TEC-PRA-0140,AirPods Pro Case (Prada),Tech,Case,251,170.0,250,Colección Prada,Prada,2025-12-08
CL-553026,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,240,Colección Prada,Prada,2025-12-08
CL-553026,LEA-PRA-0072,Triangle Logo Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Prada,Prada,2025-12-08
CL-553499,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-12
CL-553499,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-12
CL-553499,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-12
CL-555433,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Celine,2024-03-06
CL-555433,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Celine,2024-03-06
CL-555433,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2024-03-06
CL-555571,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-04-26
CL-555571,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-04-26
CL-555571,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-04-26
CL-557883,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2025-04-26
CL-557883,LEA-CEL-0082,Triomphe Card Holder (Gold),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2025-04-26
CL-557883,LEA-CEL-0083,Triomphe Card Holder (Beige),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2025-04-26
CL-558804,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Celine,2024-06-05
CL-558804,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Celine,2024-06-05
CL-558804,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2024-06-05
CL-559255,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-18
CL-559255,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-18
CL-559255,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-18
CL-560406,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-04-06
CL-560406,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-04-06
CL-560406,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-04-06
CL-561505,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Hermès,2025-01-25
CL-561505,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Hermès,2025-01-25
CL-561505,JEW-HER-0005,Brazalete Hermès Kelly Dog (Black/Gold),Jewelry,Bracelet,550,270.0,200,Colección Hermès,Hermès,2025-01-25
CL-563787,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Louis Vuitton,2025-03-04
CL-563787,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Louis Vuitton,2025-03-04
CL-563787,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Louis Vuitton,2025-03-04
CL-563908,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Prada,2024-02-11
CL-563908,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Prada,2024-02-11
CL-563908,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2024-02-11
CL-565868,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Louis Vuitton,2024-03-17
CL-565868,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Louis Vuitton,2024-03-17
CL-565868,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Louis Vuitton,2024-03-17
CL-567534,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,240,Colección Fendi,Fendi,2025-12-13
CL-567534,LEA-FEN-0099,Baguette Card Case (Black),Leather Goods,Card Holder,310,170.5,240,Colección Fendi,Fendi,2025-12-13
CL-567534,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,240,Colección Fendi,Fendi,2025-12-13
CL-570319,JEW-FEN-0133,O'Lock Choker (Gold),Jewelry,Necklace,540,324.0,350,Colección Fendi,Fendi,2024-11-12
CL-570319,JEW-FEN-0134,O'Lock Choker (Silver),Jewelry,Necklace,550,330.0,350,Colección Fendi,Fendi,2024-11-12
CL-570319,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,300,Colección Fendi,Fendi,2024-11-12
CL-572344,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-11-21
CL-572344,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-11-21
CL-572344,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-11-21
CL-575247,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Hermès,2024-04-23
CL-575247,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Hermès,2024-04-23
CL-575247,JEW-HER-0005,Brazalete Hermès Kelly Dog (Black/Gold),Jewelry,Bracelet,550,270.0,200,Colección Hermès,Hermès,2024-04-23
CL-575381,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Louis Vuitton,2024-09-27
CL-575381,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Louis Vuitton,2024-09-27
CL-575381,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Louis Vuitton,2024-09-27
CL-575899,JEW-FEN-0133,O'Lock Choker (Gold),Jewelry,Necklace,540,324.0,350,Colección Fendi,Fendi,2025-04-05
CL-575899,JEW-FEN-0134,O'Lock Choker (Silver),Jewelry,Necklace,550,330.0,350,Colección Fendi,Fendi,2025-04-05
CL-575899,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,300,Colección Fendi,Fendi,2025-04-05
CL-577411,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-15
CL-577411,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-15
CL-577411,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-09-15
CL-581714,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-03-29
CL-581714,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-03-29
CL-581714,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-03-29
CL-582596,TEC-LOU-0136,AirPods Pro Case (Louis Vuitton),Tech,Case,266,170.0,250,Colección Louis Vuitton,Louis Vuitton,2025-08-05
CL-582596,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,240,Colección Louis Vuitton,Louis Vuitton,2025-08-05
CL-582596,LEA-LOU-0012,Key Pouch (Black),Leather Goods,Card Holder,320,176.0,240,Colección Louis Vuitton,Louis Vuitton,2025-08-05
CL-585444,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-10-05
CL-585444,LEA-FEN-0097,Peekaboo Micro Wallet (Gold),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-10-05
CL-585444,LEA-FEN-0098,Peekaboo Micro Wallet (Beige),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-10-05
CL-585851,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-07-02
CL-585851,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2024-07-02
CL-585851,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2024-07-02
CL-589169,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-21
CL-589169,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-21
CL-589169,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-21
CL-591081,LEA-GUC-0043,GG Marmont Card Case (Black),Leather Goods,Card Holder,290,159.5,200,Colección Gucci,Gucci,2025-06-21
CL-591081,LEA-GUC-0044,GG Marmont Card Case (Gold),Leather Goods,Card Holder,290,159.5,200,Colección Gucci,Gucci,2025-06-21
CL-591081,LEA-GUC-0045,GG Marmont Card Case (Beige),Leather Goods,Card Holder,290,159.5,200,Colección Gucci,Gucci,2025-06-21
CL-591958,LEA-GUC-0043,GG Marmont Card Case (Black),Leather Goods,Card Holder,290,159.5,290,Colección Gucci,Gucci,2026-01-05
CL-591958,CAR-UNI-0145,Saphir Médaille d'Or Renovateur,Care,Leather,24,12.0,280,Cuidado Básico,Gucci,2026-01-05
CL-591958,CAR-UNI-0146,Collonil Carbon Pro Spray,Care,Protection,19,10.0,280,Cuidado Básico,Gucci,2026-01-05
CL-592370,JEW-FEN-0133,O'Lock Choker (Gold),Jewelry,Necklace,540,324.0,350,Colección Fendi,Fendi,2025-09-06
CL-592370,JEW-FEN-0134,O'Lock Choker (Silver),Jewelry,Necklace,550,330.0,350,Colección Fendi,Fendi,2025-09-06
CL-592370,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,300,Colección Fendi,Fendi,2025-09-06
CL-592791,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Celine,2024-04-03
CL-592791,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Celine,2024-04-03
CL-592791,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2024-04-03
CL-595571,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-05-25
CL-595571,LEA-FEN-0097,Peekaboo Micro Wallet (Gold),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-05-25
CL-595571,LEA-FEN-0098,Peekaboo Micro Wallet (Beige),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-05-25
CL-596969,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-26
CL-596969,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-26
CL-596969,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-07-26
CL-597444,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-04-26
CL-597444,LEA-PRA-0069,Saffiano Metal Holder (Gold),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-04-26
CL-597444,LEA-PRA-0070,Saffiano Metal Holder (Beige),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-04-26
CL-597588,JEW-HER-0005,Brazalete Hermès Kelly Dog (Black/Gold),Jewelry,Bracelet,550,270.0,200,Colección Hermès,Hermès,2025-10-22
CL-597588,JEW-HER-0006,Collar Hermès Farandole 120cm,Jewelry,Necklace,1400,600.0,200,Colección Hermès,Hermès,2025-10-22
CL-597588,LEA-HER-0032,Calvi Card Holder (Black),Leather Goods,Card Holder,390,214.50000000000003,200,Colección Hermès,Hermès,2025-10-22
CL-600608,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-25
CL-600608,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-09-25
CL-600608,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-09-25
CL-603468,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Fendi,2024-11-22
CL-603468,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Fendi,2024-11-22
CL-603468,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Fendi,2024-11-22
CL-605532,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Fendi,2025-03-17
CL-605532,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Fendi,2025-03-17
CL-605532,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Fendi,2025-03-17
CL-606053,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-08-16
CL-606053,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-08-16
CL-606053,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-08-16
CL-606475,JEW-LOU-0121,Essential V Necklace (Gold),Jewelry,Necklace,450,270.0,350,Colección Louis Vuitton,Louis Vuitton,2025-05-17
CL-606475,JEW-LOU-0122,Essential V Necklace (Silver),Jewelry,Necklace,450,270.0,350,Colección Louis Vuitton,Louis Vuitton,2025-05-17
CL-606475,JEW-LOU-0123,Blooming Bracelet (Gold),Jewelry,Bracelet,500,300.0,350,Colección Louis Vuitton,Louis Vuitton,2025-05-17
CL-607141,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-03
CL-607141,LEA-LOU-0010,Zippy Coin Purse (Gold),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-03
CL-607141,LEA-LOU-0011,Zippy Coin Purse (Beige),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2025-05-03
CL-607278,CAR-UNI-0145,Saphir Médaille d'Or Renovateur,Care,Leather,24,12.0,280,Cuidado Básico,Louis Vuitton,2025-12-20
CL-607278,CAR-UNI-0146,Collonil Carbon Pro Spray,Care,Protection,19,10.0,280,Cuidado Básico,Louis Vuitton,2025-12-20
CL-607278,CAR-UNI-0147,Kit Limpieza Herrajes,Care,Hardware,29,19.0,280,Cuidado Básico,Louis Vuitton,2025-12-20
CL-608610,JEW-FEN-0133,O'Lock Choker (Gold),Jewelry,Necklace,540,324.0,350,Colección Fendi,Fendi,2025-09-26
CL-608610,JEW-FEN-0134,O'Lock Choker (Silver),Jewelry,Necklace,550,330.0,350,Colección Fendi,Fendi,2025-09-26
CL-608610,JEW-FEN-0131,F is Fendi Earrings (Gold),Jewelry,Earrings,330,198.0,300,Colección Fendi,Fendi,2025-09-26
CL-608692,CAR-UNI-0145,Saphir Médaille d'Or Renovateur,Care,Leather,24,12.0,280,Cuidado Básico,Louis Vuitton,2026-01-18
CL-608692,CAR-UNI-0146,Collonil Carbon Pro Spray,Care,Protection,19,10.0,280,Cuidado Básico,Louis Vuitton,2026-01-18
CL-608692,CAR-UNI-0147,Kit Limpieza Herrajes,Care,Hardware,29,19.0,280,Cuidado Básico,Louis Vuitton,2026-01-18
CL-610834,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Celine,2024-08-25
CL-610834,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Celine,2024-08-25
CL-610834,LEA-CEL-0081,Triomphe Card Holder (Black),Leather Goods,Card Holder,360,198.00000000000003,200,Colección Celine,Celine,2024-08-25
CL-611538,CAR-UNI-0145,Saphir Médaille d'Or Renovateur,Care,Leather,24,12.0,280,Cuidado Básico,Chanel,2025-12-22
CL-611538,CAR-UNI-0146,Collonil Carbon Pro Spray,Care,Protection,19,10.0,280,Cuidado Básico,Chanel,2025-12-22
CL-611538,CAR-UNI-0147,Kit Limpieza Herrajes,Care,Hardware,29,19.0,280,Cuidado Básico,Chanel,2025-12-22
CL-611726,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Prada,2025-02-04
CL-611726,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Prada,2025-02-04
CL-611726,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2025-02-04
CL-612312,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-05-17
CL-612312,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-05-17
CL-612312,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-05-17
CL-613290,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2025-01-04
CL-613290,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Fendi,2025-01-04
CL-613290,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-01-04
CL-615222,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Gucci,2024-12-03
CL-615222,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Gucci,2024-12-03
CL-615222,LEA-GUC-0043,GG Marmont Card Case (Black),Leather Goods,Card Holder,290,159.5,200,Colección Gucci,Gucci,2024-12-03
CL-620945,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Prada,2024-09-11
CL-620945,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Prada,2024-09-11
CL-620945,LEA-PRA-0068,Saffiano Metal Holder (Black),Leather Goods,Card Holder,380,209.00000000000003,200,Colección Prada,Prada,2024-09-11
CL-622438,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Hermès,2024-05-13
CL-622438,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Hermès,2024-05-13
CL-622438,JEW-HER-0005,Brazalete Hermès Kelly Dog (Black/Gold),Jewelry,Bracelet,550,270.0,200,Colección Hermès,Hermès,2024-05-13
CL-622831,LEA-FEN-0096,Peekaboo Micro Wallet (Black),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-20
CL-622831,LEA-FEN-0097,Peekaboo Micro Wallet (Gold),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-20
CL-622831,LEA-FEN-0098,Peekaboo Micro Wallet (Beige),Leather Goods,Wallet,520,286.0,200,Colección Fendi,Fendi,2025-09-20
CL-624738,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-26
CL-624738,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Louis Vuitton,2024-07-26
CL-624738,LEA-LOU-0009,Zippy Coin Purse (Black),Leather Goods,Card Holder,450,247.50000000000003,200,Colección Louis Vuitton,Louis Vuitton,2024-07-26
CL-625333,ADO-CHA-0008,Cinturón Chanel Chain & Leather (Vintage),Adornment,Belt,850,450.0,270,Colección Chanel,Chanel,2025-06-25
CL-625333,JEW-CHA-0001,Pendientes Chanel Vintage Coco Mark Redondos,Jewelry,Earrings,449,199.0,240,Colección Chanel,Chanel,2025-06-25
CL-625333,JEW-CHA-0002,Pendientes Chanel Vintage Perla Imitación,Jewelry,Earrings,499,219.0,240,Colección Chanel,Chanel,2025-06-25
CL-625915,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Gucci,2024-02-19
CL-625915,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,Mantenimiento Anual,Gucci,2024-02-19
CL-625915,LEA-GUC-0043,GG Marmont Card Case (Black),Leather Goods,Card Holder,290,159.5,200,Colección Gucci,Gucci,2024-02-19
CL-626363,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,,Louis Vuitton,2025-09-18
CL-626363,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,240,,Louis Vuitton,2025-09-18
CL-626363,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,240,,Louis Vuitton,2025-09-18
CL-627419,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,280,Mantenimiento Anual,Fendi,2025-02-26
CL-627419,SER-UNI-0149,Spa: Restauración Color,Service,Repair,220,180.0,280,Mantenimiento Anual,Fendi,2025-02-26
CL-627419,SER-UNI-0150,Autenticación Entrupy,Service,Auth,60,45.0,280,Mantenimiento Anual,Fendi,2025-02-26
CL-627499,SER-UNI-0148,Spa: Limpieza & Ozonización,Service,Spa,120,95.0,240,Mantenimiento Anual,Fendi,2024-08-06
