CP,Provincia,Ciudad,Zona_Barrio,Renta_Oficial,Capacidad_Real,Fashion_Wallet,Perfil_Sociologico,Percentil_Nacional
29660,Málaga,Marbella,Puerto Banús,74813,83791,28145,Global_Jetset,0.343
29660,Málaga,Marbella,Puerto Banús,72917,81667,27083,Global_Jetset,0.32666666666666666
29660,Málaga,Marbella,Puerto Banús,98965,87089,29794,Global_Jetset,0.523
29660,Málaga,Marbella,Puerto Banús,66888,74915,23707,Global_Jetset,0.26366666666666666
29660,Málaga,Marbella,Puerto Banús,61658,69057,20778,Global_Jetset,0.211
29660,Málaga,Marbella,Puerto Banús,181515,159733,66116,Global_Jetset,0.8346666666666667
29660,Málaga,Marbella,Puerto Banús,74762,83733,28116,Global_Jetset,0.3423333333333333
29660,Málaga,Marbella,Puerto Banús,183849,161787,67143,Global_Jetset,0.8413333333333334
29660,Málaga,Marbella,Puerto Banús,154426,135895,54197,Global_Jetset,0.775
29660,Málaga,Marbella,Puerto Banús,158028,139065,55782,Global_Jetset,0.788
29660,Málaga,Marbella,Puerto Banús,326569,287381,129940,Global_Jetset,0.9593333333333334
29660,Málaga,Marbella,Puerto Banús,564577,496827,234663,Global_Jetset,0.992
29660,Málaga,Marbella,Puerto Banús,166734,146726,59613,Global_Jetset,0.8066666666666666
29660,Málaga,Marbella,Puerto Banús,335825,295526,134013,Global_Jetset,0.963
29660,Málaga,Marbella,Puerto Banús,138820,122162,47331,Global_Jetset,0.7216666666666667
29660,Málaga,Marbella,Puerto Banús,331867,292043,132271,Global_Jetset,0.962
29660,Málaga,Marbella,Puerto Banús,210713,185427,78963,Global_Jetset,0.8836666666666667
29660,Málaga,Marbella,Puerto Banús,604071,531582,252041,Global_Jetset,0.9936666666666667
29660,Málaga,Marbella,Puerto Banús,66604,74597,23548,Global_Jetset,0.25833333333333336
29660,Málaga,Marbella,Puerto Banús,92658,103777,38138,Global_Jetset,0.48033333333333333
29660,Málaga,Marbella,Puerto Banús,281676,247874,110187,Global_Jetset,0.9386666666666666
29660,Málaga,Marbella,Puerto Banús,62555,70061,21280,Global_Jetset,0.221
29660,Málaga,Marbella,Puerto Banús,161905,142476,57488,Global_Jetset,0.7966666666666666
29660,Málaga,Marbella,Puerto Banús,75863,84967,28733,Global_Jetset,0.3536666666666667
29660,Málaga,Marbella,Puerto Banús,127246,111977,42238,Global_Jetset,0.6723333333333333
29660,Málaga,Marbella,Puerto Banús,46793,52408,12454,Global_Jetset,0.050333333333333334
29660,Málaga,Marbella,Puerto Banús,396077,348548,160524,Global_Jetset,0.9743333333333334
29660,Málaga,Marbella,Puerto Banús,333865,293801,133150,Global_Jetset,0.9623333333333334
29660,Málaga,Marbella,Puerto Banús,69276,77589,25044,Global_Jetset,0.29133333333333333
29660,Málaga,Marbella,Puerto Banús,279816,246238,109369,Global_Jetset,0.9376666666666666
29660,Málaga,Marbella,Puerto Banús,68835,77095,24797,Global_Jetset,0.2866666666666667
29660,Málaga,Marbella,Puerto Banús,178775,157322,64911,Global_Jetset,0.8303333333333334
29660,Málaga,Marbella,Puerto Banús,67387,75473,23986,Global_Jetset,0.2693333333333333
29660,Málaga,Marbella,Puerto Banús,276847,243625,108062,Global_Jetset,0.9356666666666666
29660,Málaga,Marbella,Puerto Banús,227349,200067,86283,Global_Jetset,0.901
29660,Málaga,Marbella,Puerto Banús,41456,46430,9465,Global_Jetset,0.021
29660,Málaga,Marbella,Puerto Banús,534021,469939,221219,Global_Jetset,0.9903333333333333
29660,Málaga,Marbella,Puerto Banús,53295,59690,16095,Global_Jetset,0.10833333333333334
29660,Málaga,Marbella,Puerto Banús,195852,172349,72424,Global_Jetset,0.863
29660,Málaga,Marbella,Puerto Banús,65630,73505,23002,Global_Jetset,0.24966666666666668
29660,Málaga,Marbella,Puerto Banús,306047,269321,120910,Global_Jetset,0.9506666666666667
29660,Málaga,Marbella,Puerto Banús,118466,104250,38375,Global_Jetset,0.632
29660,Málaga,Marbella,Puerto Banús,557373,490489,231494,Global_Jetset,0.9913333333333333
29660,Málaga,Marbella,Puerto Banús,41275,46228,9364,Global_Jetset,0.02
29660,Málaga,Marbella,Puerto Banús,168220,148034,60267,Global_Jetset,0.8103333333333333
29660,Málaga,Marbella,Puerto Banús,92382,103468,37984,Global_Jetset,0.479
29660,Málaga,Marbella,Puerto Banús,77727,87054,29777,Global_Jetset,0.36733333333333335
29660,Málaga,Marbella,Puerto Banús,210708,185423,78961,Global_Jetset,0.8833333333333333
29660,Málaga,Marbella,Puerto Banús,94934,83542,28021,Global_Jetset,0.49866666666666665
29660,Málaga,Marbella,Puerto Banús,84746,94916,33708,Global_Jetset,0.426
29660,Málaga,Marbella,Puerto Banús,287457,252962,112731,Global_Jetset,0.9416666666666667
29660,Málaga,Marbella,Puerto Banús,201102,176970,74735,Global_Jetset,0.8723333333333333
29660,Málaga,Marbella,Puerto Banús,210922,185611,79055,Global_Jetset,0.8843333333333333
29660,Málaga,Marbella,Puerto Banús,356275,313522,143011,Global_Jetset,0.968
29660,Málaga,Marbella,Puerto Banús,61381,68747,20623,Global_Jetset,0.20633333333333334
29660,Málaga,Marbella,Puerto Banús,409514,360372,166436,Global_Jetset,0.9773333333333334
29660,Málaga,Marbella,Puerto Banús,96369,84804,28652,Global_Jetset,0.5066666666666667
29660,Málaga,Marbella,Puerto Banús,115653,101775,37137,Global_Jetset,0.6146666666666667
29660,Málaga,Marbella,Puerto Banús,143444,126231,49365,Global_Jetset,0.7383333333333333
29660,Málaga,Marbella,Puerto Banús,617020,542977,257738,Global_Jetset,0.994
29660,Málaga,Marbella,Puerto Banús,242034,212990,92745,Global_Jetset,0.9143333333333333
29660,Málaga,Marbella,Puerto Banús,71043,79568,26034,Global_Jetset,0.30733333333333335
29660,Málaga,Marbella,Puerto Banús,154140,135643,54071,Global_Jetset,0.7736666666666666
29660,Málaga,Marbella,Puerto Banús,82585,92495,32497,Global_Jetset,0.408
29660,Málaga,Marbella,Puerto Banús,81927,91759,32129,Global_Jetset,0.4013333333333333
29660,Málaga,Marbella,Puerto Banús,117502,103401,37950,Global_Jetset,0.6266666666666667
29660,Málaga,Marbella,Puerto Banús,178327,156928,64714,Global_Jetset,0.8293333333333334
29660,Málaga,Marbella,Puerto Banús,91756,102767,37633,Global_Jetset,0.47533333333333333
29660,Málaga,Marbella,Puerto Banús,228977,201500,87000,Global_Jetset,0.9026666666666666
29660,Málaga,Marbella,Puerto Banús,1378818,1213360,592930,Global_Jetset,1.0
29660,Málaga,Marbella,Puerto Banús,184617,162463,67481,Global_Jetset,0.844
29660,Málaga,Marbella,Puerto Banús,148433,130621,51560,Global_Jetset,0.7556666666666667
29660,Málaga,Marbella,Puerto Banús,523997,461117,216808,Global_Jetset,0.9896666666666667
29660,Málaga,Marbella,Puerto Banús,431297,379541,176020,Global_Jetset,0.981
29660,Málaga,Marbella,Puerto Banús,118137,103961,38230,Global_Jetset,0.63
29660,Málaga,Marbella,Puerto Banús,182219,160353,66426,Global_Jetset,0.8373333333333334
29660,Málaga,Marbella,Puerto Banús,71564,80152,26326,Global_Jetset,0.313
29660,Málaga,Marbella,Puerto Banús,141491,124512,48506,Global_Jetset,0.7296666666666667
29660,Málaga,Marbella,Puerto Banús,423901,373033,172766,Global_Jetset,0.9796666666666667
29660,Málaga,Marbella,Puerto Banús,133664,117624,45062,Global_Jetset,0.7013333333333334
29660,Málaga,Marbella,Puerto Banús,202313,178036,75268,Global_Jetset,0.8753333333333333
29660,Málaga,Marbella,Puerto Banús,328209,288824,130662,Global_Jetset,0.9603333333333334
29660,Málaga,Marbella,Puerto Banús,172580,151870,62185,Global_Jetset,0.8173333333333334
29660,Málaga,Marbella,Puerto Banús,166760,146749,59624,Global_Jetset,0.807
29660,Málaga,Marbella,Puerto Banús,879128,773632,373066,Global_Jetset,0.998
29660,Málaga,Marbella,Puerto Banús,77824,87163,29831,Global_Jetset,0.36833333333333335
29660,Málaga,Marbella,Puerto Banús,326159,287020,129760,Global_Jetset,0.959
29660,Málaga,Marbella,Puerto Banús,547190,481527,227013,Global_Jetset,0.9906666666666667
29660,Málaga,Marbella,Puerto Banús,186543,164158,68329,Global_Jetset,0.8473333333333334
29660,Málaga,Marbella,Puerto Banús,120846,106345,39422,Global_Jetset,0.6406666666666667
29660,Málaga,Marbella,Puerto Banús,43137,48314,10407,Global_Jetset,0.028
29660,Málaga,Marbella,Puerto Banús,217947,191793,82146,Global_Jetset,0.8896666666666667
29660,Málaga,Marbella,Puerto Banús,291025,256102,114301,Global_Jetset,0.9433333333333334
29660,Málaga,Marbella,Puerto Banús,114044,100359,36429,Global_Jetset,0.608
29660,Málaga,Marbella,Puerto Banús,206104,181372,76936,Global_Jetset,0.879
29660,Málaga,Marbella,Puerto Banús,29997,38396,5448,Global_Jetset,0.002
29660,Málaga,Marbella,Puerto Banús,156572,137783,55141,Global_Jetset,0.7846666666666666
29660,Málaga,Marbella,Puerto Banús,347103,305450,138975,Global_Jetset,0.9653333333333334
29660,Málaga,Marbella,Puerto Banús,264845,233063,102781,Global_Jetset,0.929
29660,Málaga,Marbella,Puerto Banús,167886,147740,60120,Global_Jetset,0.809
29660,Málaga,Marbella,Puerto Banús,76355,85518,29009,Global_Jetset,0.35733333333333334
29660,Málaga,Marbella,Puerto Banús,272479,239781,106140,Global_Jetset,0.9326666666666666
29660,Málaga,Marbella,Puerto Banús,178422,157011,64755,Global_Jetset,0.8296666666666667
29660,Málaga,Marbella,Puerto Banús,63715,71360,21930,Global_Jetset,0.232
29660,Málaga,Marbella,Puerto Banús,291037,256113,114306,Global_Jetset,0.9436666666666667
29660,Málaga,Marbella,Puerto Banús,119067,104779,38639,Global_Jetset,0.635
29660,Málaga,Marbella,Puerto Banús,235742,207453,89976,Global_Jetset,0.9093333333333333
29660,Málaga,Marbella,Puerto Banús,61097,68429,20464,Global_Jetset,0.20166666666666666
29660,Málaga,Marbella,Puerto Banús,68017,76179,24339,Global_Jetset,0.2773333333333333
29660,Málaga,Marbella,Puerto Banús,150076,132067,52283,Global_Jetset,0.763
29660,Málaga,Marbella,Puerto Banús,225996,198877,85688,Global_Jetset,0.8996666666666666
29660,Málaga,Marbella,Puerto Banús,47863,53607,13053,Global_Jetset,0.06066666666666667
29660,Málaga,Marbella,Puerto Banús,100328,88288,30394,Global_Jetset,0.531
29660,Málaga,Marbella,Puerto Banús,75329,84369,28434,Global_Jetset,0.34833333333333333
29660,Málaga,Marbella,Puerto Banús,266006,234085,103292,Global_Jetset,0.93
29660,Málaga,Marbella,Puerto Banús,64202,71906,22203,Global_Jetset,0.236
29660,Málaga,Marbella,Puerto Banús,438131,385555,179027,Global_Jetset,0.982
29660,Málaga,Marbella,Puerto Banús,91818,102836,37668,Global_Jetset,0.476
29660,Málaga,Marbella,Puerto Banús,192268,169196,70848,Global_Jetset,0.8563333333333333
29660,Málaga,Marbella,Puerto Banús,184738,162569,67534,Global_Jetset,0.8443333333333334
29660,Málaga,Marbella,Puerto Banús,262857,231314,101907,Global_Jetset,0.9266666666666666
29660,Málaga,Marbella,Puerto Banús,139727,122959,47729,Global_Jetset,0.7253333333333334
29660,Málaga,Marbella,Puerto Banús,105609,92936,32718,Global_Jetset,0.5606666666666666
29660,Málaga,Marbella,Puerto Banús,130294,114659,43579,Global_Jetset,0.686
29660,Málaga,Marbella,Puerto Banús,209874,184689,78594,Global_Jetset,0.8823333333333333
29660,Málaga,Marbella,Puerto Banús,151578,133388,52944,Global_Jetset,0.7683333333333333
29660,Málaga,Marbella,Puerto Banús,68683,76925,24712,Global_Jetset,0.2853333333333333
29660,Málaga,Marbella,Puerto Banús,94700,83336,27918,Global_Jetset,0.497
29660,Málaga,Marbella,Puerto Banús,220172,193751,83125,Global_Jetset,0.892
29660,Málaga,Marbella,Puerto Banús,80257,89888,31194,Global_Jetset,0.3893333333333333
29660,Málaga,Marbella,Puerto Banús,156093,137362,54931,Global_Jetset,0.7843333333333333
29660,Málaga,Marbella,Puerto Banús,358357,315354,143927,Global_Jetset,0.9683333333333334
29660,Málaga,Marbella,Puerto Banús,105053,92446,32473,Global_Jetset,0.5586666666666666
29660,Málaga,Marbella,Puerto Banús,57872,64817,18658,Global_Jetset,0.16633333333333333
29660,Málaga,Marbella,Puerto Banús,128779,113326,42913,Global_Jetset,0.6786666666666666
29660,Málaga,Marbella,Puerto Banús,496865,437241,204870,Global_Jetset,0.9886666666666667
29660,Málaga,Marbella,Puerto Banús,167132,147076,59788,Global_Jetset,0.808
29660,Málaga,Marbella,Puerto Banús,185858,163555,68027,Global_Jetset,0.846
29660,Málaga,Marbella,Puerto Banús,180996,159277,65888,Global_Jetset,0.8336666666666667
29660,Málaga,Marbella,Puerto Banús,196809,173192,72846,Global_Jetset,0.8646666666666667
29660,Málaga,Marbella,Puerto Banús,155530,136866,54683,Global_Jetset,0.7783333333333333
29660,Málaga,Marbella,Puerto Banús,98057,86290,29395,Global_Jetset,0.518
29660,Málaga,Marbella,Puerto Banús,250940,220827,96663,Global_Jetset,0.9206666666666666
29660,Málaga,Marbella,Puerto Banús,90345,101187,36843,Global_Jetset,0.467
29660,Málaga,Marbella,Puerto Banús,132882,116936,44718,Global_Jetset,0.6986666666666667
29660,Málaga,Marbella,Puerto Banús,512400,450912,211706,Global_Jetset,0.989
29660,Málaga,Marbella,Puerto Banús,320542,282077,127288,Global_Jetset,0.9553333333333334
29660,Málaga,Marbella,Puerto Banús,213502,187882,80191,Global_Jetset,0.8866666666666667
29660,Málaga,Marbella,Puerto Banús,75113,84127,28313,Global_Jetset,0.3456666666666667
29660,Málaga,Marbella,Puerto Banús,419515,369174,170837,Global_Jetset,0.9793333333333333
29660,Málaga,Marbella,Puerto Banús,893255,786065,379282,Global_Jetset,0.9983333333333333
29660,Málaga,Marbella,Puerto Banús,188006,165445,68972,Global_Jetset,0.8506666666666667
29660,Málaga,Marbella,Puerto Banús,263168,231588,102044,Global_Jetset,0.9276666666666666
29660,Málaga,Marbella,Puerto Banús,476836,419616,196058,Global_Jetset,0.9866666666666667
29660,Málaga,Marbella,Puerto Banús,234136,206040,89270,Global_Jetset,0.9076666666666666
29660,Málaga,Marbella,Puerto Banús,78357,87759,30129,Global_Jetset,0.37166666666666665
29660,Málaga,Marbella,Puerto Banús,94013,82731,27615,Global_Jetset,0.49166666666666664
29660,Málaga,Marbella,Puerto Banús,155634,136958,54729,Global_Jetset,0.78
29660,Málaga,Marbella,Puerto Banús,351013,308892,140696,Global_Jetset,0.9666666666666667
29660,Málaga,Marbella,Puerto Banús,186037,163713,68106,Global_Jetset,0.8463333333333334
07013,Baleares,Palma,Son Vida,224994,197995,85247,Global_Jetset,0.8973333333333333
07013,Baleares,Palma,Son Vida,215868,189964,81232,Global_Jetset,0.888
07013,Baleares,Palma,Son Vida,302722,266395,119447,Global_Jetset,0.9486666666666667
07013,Baleares,Palma,Son Vida,134419,118288,45394,Global_Jetset,0.7046666666666667
07013,Baleares,Palma,Son Vida,247043,217398,94949,Global_Jetset,0.9183333333333333
07013,Baleares,Palma,Son Vida,47126,52782,12641,Global_Jetset,0.05433333333333333
07013,Baleares,Palma,Son Vida,868850,764588,368544,Global_Jetset,0.9976666666666667
07013,Baleares,Palma,Son Vida,237831,209291,90895,Global_Jetset,0.9116666666666666
07013,Baleares,Palma,Son Vida,273542,240717,106608,Global_Jetset,0.933
07013,Baleares,Palma,Son Vida,204745,180176,76338,Global_Jetset,0.877
07013,Baleares,Palma,Son Vida,652575,574266,273383,Global_Jetset,0.9943333333333333
07013,Baleares,Palma,Son Vida,61827,69246,20873,Global_Jetset,0.21233333333333335
07013,Baleares,Palma,Son Vida,408799,359743,166121,Global_Jetset,0.977
07013,Baleares,Palma,Son Vida,325337,286297,129398,Global_Jetset,0.9586666666666667
07013,Baleares,Palma,Son Vida,149877,131892,52196,Global_Jetset,0.7613333333333333
07013,Baleares,Palma,Son Vida,177421,156130,64315,Global_Jetset,0.8273333333333334
07013,Baleares,Palma,Son Vida,51897,58125,15312,Global_Jetset,0.095
07013,Baleares,Palma,Son Vida,237035,208591,90545,Global_Jetset,0.9106666666666666
07013,Baleares,Palma,Son Vida,243708,214463,93481,Global_Jetset,0.916
07013,Baleares,Palma,Son Vida,77733,87061,29780,Global_Jetset,0.36766666666666664
07013,Baleares,Palma,Son Vida,104127,91632,32066,Global_Jetset,0.5543333333333333
07013,Baleares,Palma,Son Vida,417245,367175,169837,Global_Jetset,0.9786666666666667
07013,Baleares,Palma,Son Vida,162934,143382,57941,Global_Jetset,0.8006666666666666
07013,Baleares,Palma,Son Vida,379851,334269,153384,Global_Jetset,0.9723333333333334
07013,Baleares,Palma,Son Vida,274589,241638,107069,Global_Jetset,0.934
07013,Baleares,Palma,Son Vida,144855,127472,49986,Global_Jetset,0.743
07013,Baleares,Palma,Son Vida,124363,109439,40969,Global_Jetset,0.6586666666666666
07013,Baleares,Palma,Son Vida,115785,101891,37195,Global_Jetset,0.617
07013,Baleares,Palma,Son Vida,116170,102230,37365,Global_Jetset,0.6193333333333333
07013,Baleares,Palma,Son Vida,120053,105647,39073,Global_Jetset,0.638
07013,Baleares,Palma,Son Vida,263550,231924,102212,Global_Jetset,0.9283333333333333
07013,Baleares,Palma,Son Vida,193259,170068,71284,Global_Jetset,0.8583333333333333
07013,Baleares,Palma,Son Vida,101601,89409,30954,Global_Jetset,0.5383333333333333
07013,Baleares,Palma,Son Vida,112483,98985,35742,Global_Jetset,0.6006666666666667
07013,Baleares,Palma,Son Vida,154321,135802,54151,Global_Jetset,0.7746666666666666
07013,Baleares,Palma,Son Vida,149018,131136,51818,Global_Jetset,0.7583333333333333
07013,Baleares,Palma,Son Vida,106220,93473,32986,Global_Jetset,0.565
07013,Baleares,Palma,Son Vida,123248,108458,40479,Global_Jetset,0.654
07013,Baleares,Palma,Son Vida,122067,107419,39959,Global_Jetset,0.649
07013,Baleares,Palma,Son Vida,51663,57862,15181,Global_Jetset,0.09333333333333334
07013,Baleares,Palma,Son Vida,462862,407318,189909,Global_Jetset,0.9843333333333333
07013,Baleares,Palma,Son Vida,279058,245571,109035,Global_Jetset,0.9366666666666666
07013,Baleares,Palma,Son Vida,160799,141503,57001,Global_Jetset,0.7943333333333333
07013,Baleares,Palma,Son Vida,193170,169989,71244,Global_Jetset,0.8576666666666667
07013,Baleares,Palma,Son Vida,719251,632941,302720,Global_Jetset,0.996
07013,Baleares,Palma,Son Vida,108149,95171,33835,Global_Jetset,0.5756666666666667
07013,Baleares,Palma,Son Vida,53277,59671,16085,Global_Jetset,0.108
07013,Baleares,Palma,Son Vida,415725,365838,169169,Global_Jetset,0.9783333333333334
07013,Baleares,Palma,Son Vida,330063,290456,131478,Global_Jetset,0.961
07013,Baleares,Palma,Son Vida,74413,83343,27921,Global_Jetset,0.33916666666666667
07013,Baleares,Palma,Son Vida,158567,139539,56019,Global_Jetset,0.7896666666666666
07013,Baleares,Palma,Son Vida,78322,87721,30110,Global_Jetset,0.37133333333333335
07013,Baleares,Palma,Son Vida,299998,263998,118249,Global_Jetset,0.9476666666666667
07013,Baleares,Palma,Son Vida,163192,143609,58054,Global_Jetset,0.8016666666666666
07013,Baleares,Palma,Son Vida,105234,92606,32553,Global_Jetset,0.559
07013,Baleares,Palma,Son Vida,183809,161751,67125,Global_Jetset,0.841
07013,Baleares,Palma,Son Vida,92208,103273,37886,Global_Jetset,0.47833333333333333
07013,Baleares,Palma,Son Vida,155703,137019,54759,Global_Jetset,0.7803333333333333
07013,Baleares,Palma,Son Vida,368326,324127,148313,Global_Jetset,0.9706666666666667
07013,Baleares,Palma,Son Vida,53581,60010,16255,Global_Jetset,0.113
07013,Baleares,Palma,Son Vida,62934,70486,21493,Global_Jetset,0.22566666666666665
07013,Baleares,Palma,Son Vida,236487,208109,90304,Global_Jetset,0.91
07013,Baleares,Palma,Son Vida,65445,73299,22899,Global_Jetset,0.247
07013,Baleares,Palma,Son Vida,137851,121309,46904,Global_Jetset,0.7183333333333334
07013,Baleares,Palma,Son Vida,69462,77797,25148,Global_Jetset,0.2936666666666667
07013,Baleares,Palma,Son Vida,156707,137902,55201,Global_Jetset,0.785
07013,Baleares,Palma,Son Vida,119416,105086,38793,Global_Jetset,0.6356666666666667
07013,Baleares,Palma,Son Vida,202811,178474,75487,Global_Jetset,0.8756666666666667
07013,Baleares,Palma,Son Vida,180156,158537,65518,Global_Jetset,0.8333333333333334
07013,Baleares,Palma,Son Vida,132762,116831,44665,Global_Jetset,0.698
07013,Baleares,Palma,Son Vida,212676,187155,79827,Global_Jetset,0.8853333333333333
07013,Baleares,Palma,Son Vida,368276,324083,148291,Global_Jetset,0.9703333333333334
07013,Baleares,Palma,Son Vida,61972,69409,20954,Global_Jetset,0.21333333333333335
07013,Baleares,Palma,Son Vida,80140,89757,31128,Global_Jetset,0.388
07013,Baleares,Palma,Son Vida,85204,95429,33964,Global_Jetset,0.43033333333333335
07013,Baleares,Palma,Son Vida,108472,95455,33977,Global_Jetset,0.5786666666666667
07013,Baleares,Palma,Son Vida,766681,674679,323589,Global_Jetset,0.9966666666666667
07013,Baleares,Palma,Son Vida,323125,284350,128425,Global_Jetset,0.9576666666666667
07013,Baleares,Palma,Son Vida,221981,195344,83922,Global_Jetset,0.894
07013,Baleares,Palma,Son Vida,260758,229467,100983,Global_Jetset,0.925
07013,Baleares,Palma,Son Vida,399781,351807,162153,Global_Jetset,0.9756666666666667
07013,Baleares,Palma,Son Vida,119918,105528,39014,Global_Jetset,0.6376666666666667
07013,Baleares,Palma,Son Vida,130457,114802,43651,Global_Jetset,0.6873333333333334
07013,Baleares,Palma,Son Vida,187431,164939,68719,Global_Jetset,0.8493333333333334
07013,Baleares,Palma,Son Vida,173820,152961,62730,Global_Jetset,0.8196666666666667
07013,Baleares,Palma,Son Vida,196407,172838,72669,Global_Jetset,0.8643333333333333
07013,Baleares,Palma,Son Vida,145180,127758,50129,Global_Jetset,0.7436666666666667
07013,Baleares,Palma,Son Vida,135425,119174,45837,Global_Jetset,0.7076666666666667
07013,Baleares,Palma,Son Vida,318026,279863,126181,Global_Jetset,0.9543333333333334
07013,Baleares,Palma,Son Vida,373278,328485,150492,Global_Jetset,0.9716666666666667
07013,Baleares,Palma,Son Vida,282862,248919,110709,Global_Jetset,0.9396666666666667
07013,Baleares,Palma,Son Vida,396864,349240,160870,Global_Jetset,0.975
07013,Baleares,Palma,Son Vida,278631,245195,108847,Global_Jetset,0.9363333333333334
07013,Baleares,Palma,Son Vida,142872,125728,49114,Global_Jetset,0.7356666666666667
07013,Baleares,Palma,Son Vida,55217,61843,17171,Global_Jetset,0.13433333333333333
07013,Baleares,Palma,Son Vida,178833,157373,64936,Global_Jetset,0.8306666666666667
07013,Baleares,Palma,Son Vida,130303,114666,43583,Global_Jetset,0.6863333333333334
07013,Baleares,Palma,Son Vida,216050,190124,81312,Global_Jetset,0.889
07013,Baleares,Palma,Son Vida,45467,50923,11711,Global_Jetset,0.04066666666666666
07013,Baleares,Palma,Son Vida,323990,285111,128805,Global_Jetset,0.958
07013,Baleares,Palma,Son Vida,113920,100250,36375,Global_Jetset,0.6066666666666667
07013,Baleares,Palma,Son Vida,124615,109661,41080,Global_Jetset,0.661
07013,Baleares,Palma,Son Vida,168089,147918,60209,Global_Jetset,0.8096666666666666
07013,Baleares,Palma,Son Vida,262201,230737,101618,Global_Jetset,0.926
07013,Baleares,Palma,Son Vida,105271,92639,32569,Global_Jetset,0.5593333333333333
07013,Baleares,Palma,Son Vida,155520,136857,54678,Global_Jetset,0.778
07013,Baleares,Palma,Son Vida,262912,231362,101931,Global_Jetset,0.927
07013,Baleares,Palma,Son Vida,157239,138370,55435,Global_Jetset,0.786
07013,Baleares,Palma,Son Vida,197286,173612,73056,Global_Jetset,0.8653333333333333
07013,Baleares,Palma,Son Vida,233404,205396,88948,Global_Jetset,0.9066666666666666
07013,Baleares,Palma,Son Vida,234716,206550,89525,Global_Jetset,0.9083333333333333
07013,Baleares,Palma,Son Vida,57337,64218,18359,Global_Jetset,0.15733333333333333
07013,Baleares,Palma,Son Vida,108119,95145,33822,Global_Jetset,0.5753333333333334
07013,Baleares,Palma,Son Vida,131718,115912,44206,Global_Jetset,0.6936666666666667
07013,Baleares,Palma,Son Vida,693308,610111,291305,Global_Jetset,0.9956666666666667
07013,Baleares,Palma,Son Vida,304077,267588,120044,Global_Jetset,0.95
07013,Baleares,Palma,Son Vida,191537,168552,70526,Global_Jetset,0.8546666666666667
07013,Baleares,Palma,Son Vida,208521,183498,77999,Global_Jetset,0.8813333333333333
07013,Baleares,Palma,Son Vida,249039,219154,95827,Global_Jetset,0.9196666666666666
07013,Baleares,Palma,Son Vida,343940,302667,137583,Global_Jetset,0.9646666666666667
07013,Baleares,Palma,Son Vida,411572,362183,167341,Global_Jetset,0.978
07013,Baleares,Palma,Son Vida,320692,282209,127354,Global_Jetset,0.9556666666666667
07013,Baleares,Palma,Son Vida,108563,95535,34017,Global_Jetset,0.5796666666666667
07013,Baleares,Palma,Son Vida,121946,107312,39906,Global_Jetset,0.6476666666666666
07013,Baleares,Palma,Son Vida,165056,145249,58874,Global_Jetset,0.8046666666666666
07013,Baleares,Palma,Son Vida,436111,383777,178138,Global_Jetset,0.9813333333333333
07013,Baleares,Palma,Son Vida,229023,201540,87020,Global_Jetset,0.903
07013,Baleares,Palma,Son Vida,117434,103342,37921,Global_Jetset,0.6263333333333333
07013,Baleares,Palma,Son Vida,175065,154057,63278,Global_Jetset,0.822
07013,Baleares,Palma,Son Vida,161562,142175,57337,Global_Jetset,0.7963333333333333
07013,Baleares,Palma,Son Vida,196160,172621,72560,Global_Jetset,0.8636666666666667
07013,Baleares,Palma,Son Vida,204792,180217,76358,Global_Jetset,0.8773333333333333
07013,Baleares,Palma,Son Vida,322187,283525,128012,Global_Jetset,0.957
07013,Baleares,Palma,Son Vida,210056,184849,78674,Global_Jetset,0.8826666666666667
07013,Baleares,Palma,Son Vida,58270,65262,18881,Global_Jetset,0.17
07013,Baleares,Palma,Son Vida,121009,106488,39494,Global_Jetset,0.6423333333333333
07013,Baleares,Palma,Son Vida,303873,267408,119954,Global_Jetset,0.9496666666666667
07013,Baleares,Palma,Son Vida,109520,96377,34438,Global_Jetset,0.584
07013,Baleares,Palma,Son Vida,150386,132340,52420,Global_Jetset,0.7636666666666667
07013,Baleares,Palma,Son Vida,350519,308456,140478,Global_Jetset,0.9663333333333334
07013,Baleares,Palma,Son Vida,298143,262365,117432,Global_Jetset,0.947
07013,Baleares,Palma,Son Vida,360069,316861,144680,Global_Jetset,0.969
07013,Baleares,Palma,Son Vida,79383,88909,30704,Global_Jetset,0.38033333333333336
07013,Baleares,Palma,Son Vida,127849,112507,42503,Global_Jetset,0.6743333333333333
07013,Baleares,Palma,Son Vida,156020,137297,54898,Global_Jetset,0.7836666666666666
07013,Baleares,Palma,Son Vida,240659,211780,92140,Global_Jetset,0.913
07013,Baleares,Palma,Son Vida,311846,274424,123462,Global_Jetset,0.9526666666666667
07013,Baleares,Palma,Son Vida,260665,229385,100942,Global_Jetset,0.9246666666666666
07013,Baleares,Palma,Son Vida,167440,147347,59923,Global_Jetset,0.8083333333333333
07013,Baleares,Palma,Son Vida,132765,116833,44666,Global_Jetset,0.6983333333333334
07013,Baleares,Palma,Son Vida,226854,199632,86066,Global_Jetset,0.9006666666666666
07013,Baleares,Palma,Son Vida,245024,215621,94060,Global_Jetset,0.9166666666666666
07013,Baleares,Palma,Son Vida,154677,136116,54308,Global_Jetset,0.7756666666666666
07013,Baleares,Palma,Son Vida,188788,166133,69316,Global_Jetset,0.852
07013,Baleares,Palma,Son Vida,164904,145115,58807,Global_Jetset,0.804
07013,Baleares,Palma,Son Vida,90954,101868,37184,Global_Jetset,0.47
